farm_id,disease,severity
Farm_03298,Leaf Blight,High
Farm_03299,Rust,Low
Farm_03300,Healthy,High
Farm_03301,Healthy,Low
Farm_03302,Root Rot,Low
Farm_03303,Healthy,Medium
Farm_03304,Healthy,Medium
Farm_03305,Rust,High
Farm_03306,Rust,Low
Farm_03307,Rust,Medium
Farm_03308,Rust,Medium
Farm_03309,Leaf Blight,Low
Farm_03310,Fall Armyworm,High
Farm_03311,Fall Armyworm,Low
Farm_03312,Healthy,Medium
Farm_03313,Rust,High
Farm_03314,Fall Armyworm,Low
Farm_03315,Fall Armyworm,Medium
Farm_03316,Leaf Blight,High
Farm_03317,Leaf Blight,High
Farm_03318,Fall Armyworm,Low
Farm_03319,Leaf Blight,Low
Farm_03320,Root Rot,High
Farm_03321,Rust,High
Farm_03322,Root Rot,High
Farm_03323,Root Rot,Low
Farm_03324,Fall Armyworm,High
Farm_03325,Leaf Blight,Medium
Farm_03326,Healthy,High
Farm_03327,Root Rot,Low
Farm_03328,Root Rot,Low
Farm_03329,Leaf Blight,High
Farm_03330,Healthy,Medium
Farm_03331,Leaf Blight,Low
Farm_03332,Root Rot,Medium
Farm_03333,Fall Armyworm,High
Farm_03334,Root Rot,High
Farm_03335,Rust,Low
Farm_03336,Healthy,Medium
Farm_03337,Root Rot,High
Farm_03338,Leaf Blight,Medium
Farm_03339,Healthy,Medium
Farm_03340,Healthy,Medium
Farm_03341,Fall Armyworm,Medium
Farm_03342,Rust,High
Farm_03343,Rust,Medium
Farm_03344,Fall Armyworm,High
Farm_03345,Leaf Blight,Medium
Farm_03346,Leaf Blight,High
Farm_03347,Fall Armyworm,Low
Farm_03348,Healthy,Low
Farm_03349,Healthy,High
Farm_03350,Leaf Blight,High
Farm_03351,Rust,Medium
Farm_03352,Rust,Medium
Farm_03353,Rust,Low
Farm_03354,Fall Armyworm,Medium
Farm_03355,Fall Armyworm,Low
Farm_03356,Root Rot,Low
Farm_03357,Rust,Low
Farm_03358,Root Rot,High
Farm_03359,Rust,Medium
Farm_03360,Root Rot,Low
Farm_03361,Healthy,Low
Farm_03362,Healthy,Medium
Farm_03363,Leaf Blight,Medium
Farm_03364,Root Rot,Low
Farm_03365,Fall Armyworm,Medium
Farm_03366,Rust,Medium
Farm_03367,Root Rot,Low
Farm_03368,Healthy,Medium
Farm_03369,Fall Armyworm,Low
Farm_03370,Rust,High
Farm_03371,Fall Armyworm,Low
Farm_03372,Root Rot,High
Farm_03373,Leaf Blight,Medium
Farm_03374,Leaf Blight,High
Farm_03375,Leaf Blight,High
Farm_03376,Leaf Blight,High
Farm_03377,Root Rot,Low
Farm_03378,Rust,Low
Farm_03379,Leaf Blight,High
Farm_03380,Fall Armyworm,Medium
Farm_03381,Healthy,Medium
Farm_03382,Fall Armyworm,Low
Farm_03383,Healthy,Low
Farm_03384,Healthy,High
Farm_03385,Leaf Blight,High
Farm_03386,Fall Armyworm,High
Farm_03387,Fall Armyworm,Medium
Farm_03388,Leaf Blight,Low
Farm_03389,Root Rot,High
Farm_03390,Rust,Low
Farm_03391,Leaf Blight,Medium
Farm_03392,Fall Armyworm,Low
Farm_03393,Leaf Blight,Medium
Farm_03394,Rust,High
Farm_03395,Root Rot,Medium
Farm_03396,Healthy,Low
Farm_03397,Root Rot,Medium
Farm_03398,Rust,Medium
Farm_03399,Rust,Low
Farm_03400,Healthy,Low
Farm_03401,Healthy,Low
Farm_03402,Leaf Blight,Low
Farm_03403,Fall Armyworm,Low
Farm_03404,Rust,Medium
Farm_03405,Fall Armyworm,High
Farm_03406,Rust,Medium
Farm_03407,Leaf Blight,High
Farm_03408,Healthy,High
Farm_03409,Leaf Blight,Low
Farm_03410,Rust,Medium
Farm_03411,Healthy,Medium
Farm_03412,Healthy,High
Farm_03413,Fall Armyworm,Low
Farm_03414,Healthy,Medium
Farm_03415,Healthy,Medium
Farm_03416,Leaf Blight,High
Farm_03417,Root Rot,High
Farm_03418,Fall Armyworm,Medium
Farm_03419,Root Rot,Medium
Farm_03420,Rust,High
Farm_03421,Leaf Blight,Low
Farm_03422,Healthy,High
Farm_03423,Leaf Blight,High
Farm_03424,Rust,Medium
Farm_03425,Rust,Medium
Farm_03426,Healthy,Low
Farm_03427,Rust,High
Farm_03428,Root Rot,High
Farm_03429,Rust,High
Farm_03430,Fall Armyworm,Medium
Farm_03431,Root Rot,Low
Farm_03432,Healthy,High
Farm_03433,Root Rot,Medium
Farm_03434,Root Rot,Medium
Farm_03435,Healthy,High
Farm_03436,Leaf Blight,High
Farm_03437,Leaf Blight,High
Farm_03438,Healthy,Medium
Farm_03439,Rust,High
Farm_03440,Rust,Low
Farm_03441,Fall Armyworm,Low
Farm_03442,Rust,Low
Farm_03443,Fall Armyworm,Medium
Farm_03444,Leaf Blight,High
Farm_03445,Root Rot,Low
Farm_03446,Healthy,Medium
Farm_03447,Healthy,Medium
Farm_03448,Healthy,Medium
Farm_03449,Fall Armyworm,High
Farm_03450,Rust,High
Farm_03451,Healthy,High
Farm_03452,Root Rot,High
Farm_03453,Leaf Blight,Low
Farm_03454,Rust,Medium
Farm_03455,Root Rot,Medium
Farm_03456,Healthy,Low
Farm_03457,Root Rot,Medium
Farm_03458,Fall Armyworm,Low
Farm_03459,Healthy,Low
Farm_03460,Fall Armyworm,Medium
Farm_03461,Root Rot,High
Farm_03462,Rust,High
Farm_03463,Fall Armyworm,High
Farm_03464,Root Rot,Medium
Farm_03465,Root Rot,Low
Farm_03466,Root Rot,High
Farm_03467,Fall Armyworm,Low
Farm_03468,Fall Armyworm,Medium
Farm_03469,Fall Armyworm,High
Farm_03470,Leaf Blight,Medium
Farm_03471,Rust,Medium
Farm_03472,Root Rot,Medium
Farm_03473,Root Rot,Medium
Farm_03474,Healthy,Medium
Farm_03475,Rust,High
Farm_03476,Rust,High
Farm_03477,Fall Armyworm,Low
Farm_03478,Fall Armyworm,Medium
Farm_03479,Healthy,High
Farm_03480,Healthy,Low
Farm_03481,Leaf Blight,Medium
Farm_03482,Fall Armyworm,Low
Farm_03483,Root Rot,High
Farm_03484,Fall Armyworm,High
Farm_03485,Rust,Low
Farm_03486,Healthy,Low
Farm_03487,Root Rot,High
Farm_03488,Root Rot,Low
Farm_03489,Leaf Blight,Low
Farm_03490,Healthy,Medium
Farm_03491,Root Rot,High
Farm_03492,Rust,Low
Farm_03493,Leaf Blight,Low
Farm_03494,Rust,Medium
Farm_03495,Rust,Medium
Farm_03496,Leaf Blight,Low
Farm_03497,Rust,High
Farm_03498,Healthy,Low
Farm_03499,Healthy,Low
Farm_03500,Root Rot,Low
Farm_03501,Root Rot,High
Farm_03502,Rust,Medium
Farm_03503,Root Rot,Medium
Farm_03504,Healthy,High
Farm_03505,Healthy,Medium
Farm_03506,Healthy,High
Farm_03507,Leaf Blight,Low
Farm_03508,Fall Armyworm,Medium
Farm_03509,Rust,Medium
Farm_03510,Leaf Blight,Low
Farm_03511,Fall Armyworm,Low
Farm_03512,Leaf Blight,Low
Farm_03513,Healthy,High
Farm_03514,Root Rot,Medium
Farm_03515,Root Rot,Low
Farm_03516,Fall Armyworm,Low
Farm_03517,Rust,Medium
Farm_03518,Leaf Blight,Medium
Farm_03519,Leaf Blight,Low
Farm_03520,Root Rot,High
Farm_03521,Fall Armyworm,Medium
Farm_03522,Rust,Low
Farm_03523,Leaf Blight,Medium
Farm_03524,Leaf Blight,Medium
Farm_03525,Rust,Low
Farm_03526,Rust,High
Farm_03527,Rust,High
Farm_03528,Rust,Medium
Farm_03529,Healthy,Low
Farm_03530,Fall Armyworm,High
Farm_03531,Root Rot,Low
Farm_03532,Leaf Blight,Low
Farm_03533,Rust,Medium
Farm_03534,Root Rot,Medium
Farm_03535,Root Rot,Medium
Farm_03536,Rust,High
Farm_03537,Leaf Blight,Low
Farm_03538,Healthy,High
Farm_03539,Root Rot,Low
Farm_03540,Root Rot,Low
Farm_03541,Healthy,Low
Farm_03542,Root Rot,High
Farm_03543,Healthy,Medium
Farm_03544,Fall Armyworm,High
Farm_03545,Rust,Medium
Farm_03546,Leaf Blight,High
Farm_03547,Leaf Blight,High
Farm_03548,Leaf Blight,Medium
Farm_03549,Root Rot,Low
Farm_03550,Fall Armyworm,Low
Farm_03551,Leaf Blight,Medium
Farm_03552,Leaf Blight,High
Farm_03553,Fall Armyworm,Low
Farm_03554,Healthy,Medium
Farm_03555,Root Rot,Low
Farm_03556,Rust,Low
Farm_03557,Root Rot,Low
Farm_03558,Healthy,Low
Farm_03559,Leaf Blight,Low
Farm_03560,Rust,Medium
Farm_03561,Root Rot,High
Farm_03562,Healthy,Medium
Farm_03563,Rust,Medium
Farm_03564,Root Rot,Low
Farm_03565,Rust,High
Farm_03566,Fall Armyworm,Low
Farm_03567,Fall Armyworm,Low
Farm_03568,Fall Armyworm,Low
Farm_03569,Healthy,Medium
Farm_03570,Rust,Low
Farm_03571,Root Rot,High
Farm_03572,Fall Armyworm,Low
Farm_03573,Root Rot,High
Farm_03574,Root Rot,Low
Farm_03575,Leaf Blight,Low
Farm_03576,Rust,High
Farm_03577,Fall Armyworm,Medium
Farm_03578,Root Rot,Medium
Farm_03579,Rust,High
Farm_03580,Fall Armyworm,Low
Farm_03581,Root Rot,High
Farm_03582,Root Rot,Medium
Farm_03583,Healthy,Medium
Farm_03584,Leaf Blight,Medium
Farm_03585,Fall Armyworm,Low
Farm_03586,Fall Armyworm,Medium
Farm_03587,Fall Armyworm,Medium
Farm_03588,Leaf Blight,Medium
Farm_03589,Root Rot,High
Farm_03590,Root Rot,Low
Farm_03591,Leaf Blight,Medium
Farm_03592,Healthy,High
Farm_03593,Healthy,Low
Farm_03594,Rust,Medium
Farm_03595,Leaf Blight,Medium
Farm_03596,Leaf Blight,Medium
Farm_03597,Leaf Blight,Medium
Farm_03598,Leaf Blight,Medium
Farm_03599,Healthy,Medium
Farm_03600,Root Rot,Low
Farm_03601,Fall Armyworm,Medium
Farm_03602,Root Rot,High
Farm_03603,Rust,Low
Farm_03604,Leaf Blight,Medium
Farm_03605,Healthy,Low
Farm_03606,Healthy,Medium
Farm_03607,Healthy,High
Farm_03608,Leaf Blight,High
Farm_03609,Rust,Medium
Farm_03610,Healthy,High
Farm_03611,Healthy,Medium
Farm_03612,Root Rot,Medium
Farm_03613,Rust,Low
Farm_03614,Fall Armyworm,Low
Farm_03615,Rust,Medium
Farm_03616,Fall Armyworm,High
Farm_03617,Healthy,Low
Farm_03618,Root Rot,Medium
Farm_03619,Healthy,Low
Farm_03620,Root Rot,Low
Farm_03621,Healthy,High
Farm_03622,Fall Armyworm,Low
Farm_03623,Healthy,Low
Farm_03624,Fall Armyworm,Low
Farm_03625,Rust,Low
Farm_03626,Leaf Blight,Medium
Farm_03627,Healthy,High
Farm_03628,Root Rot,Low
Farm_03629,Root Rot,High
Farm_03630,Healthy,Medium
Farm_03631,Leaf Blight,Medium
Farm_03632,Fall Armyworm,Medium
Farm_03633,Root Rot,High
Farm_03634,Root Rot,Low
Farm_03635,Healthy,Low
Farm_03636,Fall Armyworm,Medium
Farm_03637,Leaf Blight,Medium
Farm_03638,Leaf Blight,High
Farm_03639,Healthy,Medium
Farm_03640,Fall Armyworm,High
Farm_03641,Leaf Blight,Medium
Farm_03642,Leaf Blight,Low
Farm_03643,Root Rot,Low
Farm_03644,Root Rot,Low
Farm_03645,Healthy,High
Farm_03646,Root Rot,Medium
Farm_03647,Root Rot,Medium
Farm_03648,Leaf Blight,Low
Farm_03649,Root Rot,High
Farm_03650,Fall Armyworm,Medium
Farm_03651,Leaf Blight,Low
Farm_03652,Fall Armyworm,Medium
Farm_03653,Leaf Blight,Low
Farm_03654,Rust,Low
Farm_03655,Leaf Blight,Low
Farm_03656,Root Rot,Low
Farm_03657,Rust,Low
Farm_03658,Fall Armyworm,High
Farm_03659,Rust,Low
Farm_03660,Root Rot,High
Farm_03661,Rust,Medium
Farm_03662,Healthy,Low
Farm_03663,Fall Armyworm,Medium
Farm_03664,Leaf Blight,High
Farm_03665,Healthy,Low
Farm_03666,Rust,Low
Farm_03667,Rust,Low
Farm_03668,Rust,Low
Farm_03669,Fall Armyworm,Medium
Farm_03670,Rust,High
Farm_03671,Rust,High
Farm_03672,Rust,Medium
Farm_03673,Healthy,Low
Farm_03674,Rust,High
Farm_03675,Leaf Blight,Low
Farm_03676,Healthy,Medium
Farm_03677,Leaf Blight,Medium
Farm_03678,Rust,High
Farm_03679,Root Rot,Low
Farm_03680,Fall Armyworm,Medium
Farm_03681,Root Rot,High
Farm_03682,Root Rot,High
Farm_03683,Root Rot,Medium
Farm_03684,Rust,Low
Farm_03685,Rust,Low
Farm_03686,Rust,Low
Farm_03687,Leaf Blight,Low
Farm_03688,Leaf Blight,High
Farm_03689,Fall Armyworm,Medium
Farm_03690,Rust,High
Farm_03691,Rust,Low
Farm_03692,Leaf Blight,High
Farm_03693,Rust,Low
Farm_03694,Fall Armyworm,High
Farm_03695,Fall Armyworm,High
Farm_03696,Leaf Blight,High
Farm_03697,Rust,High
Farm_03698,Leaf Blight,Low
Farm_03699,Fall Armyworm,Medium
Farm_03700,Healthy,Low
Farm_03701,Fall Armyworm,Medium
Farm_03702,Fall Armyworm,Low
Farm_03703,Leaf Blight,Medium
Farm_03704,Rust,High
Farm_03705,Root Rot,High
Farm_03706,Root Rot,Low
Farm_03707,Rust,Medium
Farm_03708,Leaf Blight,Medium
Farm_03709,Root Rot,Medium
Farm_03710,Leaf Blight,Medium
Farm_03711,Healthy,Medium
Farm_03712,Rust,Low
Farm_03713,Root Rot,Low
Farm_03714,Root Rot,High
Farm_03715,Healthy,Medium
Farm_03716,Root Rot,Low
Farm_03717,Root Rot,Low
Farm_03718,Rust,Medium
Farm_03719,Fall Armyworm,Medium
Farm_03720,Root Rot,High
Farm_03721,Healthy,Low
Farm_03722,Leaf Blight,Low
Farm_03723,Fall Armyworm,Low
Farm_03724,Fall Armyworm,Low
Farm_03725,Leaf Blight,High
Farm_03726,Healthy,High
Farm_03727,Root Rot,Medium
Farm_03728,Healthy,Medium
Farm_03729,Leaf Blight,Low
Farm_03730,Root Rot,Low
Farm_03731,Leaf Blight,High
Farm_03732,Rust,High
Farm_03733,Fall Armyworm,High
Farm_03734,Rust,High
Farm_03735,Fall Armyworm,Medium
Farm_03736,Fall Armyworm,Low
Farm_03737,Rust,Low
Farm_03738,Rust,Low
Farm_03739,Rust,High
Farm_03740,Rust,Low
Farm_03741,Fall Armyworm,Low
Farm_03742,Fall Armyworm,High
Farm_03743,Rust,High
Farm_03744,Root Rot,Medium
Farm_03745,Healthy,Medium
Farm_03746,Root Rot,High
Farm_03747,Rust,Low
Farm_03748,Fall Armyworm,High
Farm_03749,Leaf Blight,Medium
Farm_03750,Fall Armyworm,Low
Farm_03751,Fall Armyworm,High
Farm_03752,Rust,Low
Farm_03753,Fall Armyworm,High
Farm_03754,Leaf Blight,Medium
Farm_03755,Healthy,Low
Farm_03756,Root Rot,High
Farm_03757,Fall Armyworm,Medium
Farm_03758,Healthy,Low
Farm_03759,Fall Armyworm,Low
Farm_03760,Leaf Blight,High
Farm_03761,Healthy,High
Farm_03762,Root Rot,High
Farm_03763,Rust,Low
Farm_03764,Leaf Blight,High
Farm_03765,Rust,Low
Farm_03766,Leaf Blight,High
Farm_03767,Root Rot,Medium
Farm_03768,Healthy,Medium
Farm_03769,Fall Armyworm,Low
Farm_03770,Rust,High
Farm_03771,Leaf Blight,Low
Farm_03772,Rust,Medium
Farm_03773,Leaf Blight,Low
Farm_03774,Leaf Blight,Medium
Farm_03775,Healthy,Low
Farm_03776,Rust,Low
Farm_03777,Leaf Blight,Low
Farm_03778,Root Rot,Low
Farm_03779,Leaf Blight,High
Farm_03780,Fall Armyworm,Low
Farm_03781,Healthy,Medium
Farm_03782,Rust,High
Farm_03783,Healthy,High
Farm_03784,Rust,High
Farm_03785,Healthy,High
Farm_03786,Fall Armyworm,Medium
Farm_03787,Root Rot,Low
Farm_03788,Fall Armyworm,Low
Farm_03789,Rust,Medium
Farm_03790,Leaf Blight,High
Farm_03791,Healthy,High
Farm_03792,Healthy,Medium
Farm_03793,Fall Armyworm,Low
Farm_03794,Root Rot,High
Farm_03795,Leaf Blight,Medium
Farm_03796,Healthy,Medium
Farm_03797,Rust,High
Farm_03798,Root Rot,High
Farm_03799,Root Rot,Low
Farm_03800,Healthy,Medium
Farm_03801,Root Rot,Medium
Farm_03802,Healthy,Medium
Farm_03803,Leaf Blight,Low
Farm_03804,Leaf Blight,High
Farm_03805,Healthy,Medium
Farm_03806,Healthy,High
Farm_03807,Fall Armyworm,Low
Farm_03808,Fall Armyworm,High
Farm_03809,Healthy,Medium
Farm_03810,Healthy,Low
Farm_03811,Rust,Low
Farm_03812,Rust,Medium
Farm_03813,Fall Armyworm,High
Farm_03814,Healthy,Low
Farm_03815,Healthy,Medium
Farm_03816,Root Rot,Medium
Farm_03817,Leaf Blight,Medium
Farm_03818,Leaf Blight,Medium
Farm_03819,Root Rot,Medium
Farm_03820,Leaf Blight,Medium
Farm_03821,Rust,Medium
Farm_03822,Fall Armyworm,Medium
Farm_03823,Healthy,High
Farm_03824,Fall Armyworm,High
Farm_03825,Healthy,High
Farm_03826,Root Rot,Medium
Farm_03827,Leaf Blight,Medium
Farm_03828,Leaf Blight,Low
Farm_03829,Root Rot,High
Farm_03830,Leaf Blight,Medium
Farm_03831,Rust,High
Farm_03832,Leaf Blight,Low
Farm_03833,Healthy,Medium
Farm_03834,Root Rot,Medium
Farm_03835,Healthy,High
Farm_03836,Root Rot,Low
Farm_03837,Root Rot,Medium
Farm_03838,Healthy,Low
Farm_03839,Healthy,High
Farm_03840,Root Rot,Medium
Farm_03841,Fall Armyworm,Low
Farm_03842,Leaf Blight,Low
Farm_03843,Leaf Blight,Low
Farm_03844,Rust,Medium
Farm_03845,Healthy,Low
Farm_03846,Healthy,Medium
Farm_03847,Root Rot,High
Farm_03848,Fall Armyworm,Low
Farm_03849,Leaf Blight,High
Farm_03850,Rust,Medium
Farm_03851,Fall Armyworm,Low
Farm_03852,Root Rot,High
Farm_03853,Healthy,Medium
Farm_03854,Rust,High
Farm_03855,Fall Armyworm,High
Farm_03856,Healthy,High
Farm_03857,Leaf Blight,Medium
Farm_03858,Leaf Blight,Low
Farm_03859,Healthy,Medium
Farm_03860,Fall Armyworm,Low
Farm_03861,Fall Armyworm,High
Farm_03862,Rust,Medium
Farm_03863,Root Rot,Low
Farm_03864,Healthy,Medium
Farm_03865,Healthy,Medium
Farm_03866,Fall Armyworm,High
Farm_03867,Root Rot,High
Farm_03868,Leaf Blight,Medium
Farm_03869,Fall Armyworm,Medium
Farm_03870,Healthy,Low
Farm_03871,Healthy,Low
Farm_03872,Rust,Low
Farm_03873,Fall Armyworm,Medium
Farm_03874,Rust,Low
Farm_03875,Fall Armyworm,Medium
Farm_03876,Root Rot,Low
Farm_03877,Healthy,Low
Farm_03878,Leaf Blight,Medium
Farm_03879,Rust,High
Farm_03880,Root Rot,High
Farm_03881,Leaf Blight,High
Farm_03882,Root Rot,Medium
Farm_03883,Healthy,Low
Farm_03884,Healthy,Low
Farm_03885,Healthy,Medium
Farm_03886,Fall Armyworm,Low
Farm_03887,Root Rot,High
Farm_03888,Healthy,Low
Farm_03889,Leaf Blight,Low
Farm_03890,Leaf Blight,Medium
Farm_03891,Fall Armyworm,Low
Farm_03892,Leaf Blight,High
Farm_03893,Leaf Blight,Medium
Farm_03894,Root Rot,High
Farm_03895,Leaf Blight,Medium
Farm_03896,Rust,Low
Farm_03897,Fall Armyworm,Low
Farm_03898,Healthy,Medium
Farm_03899,Rust,Medium
Farm_03900,Rust,High
Farm_03901,Fall Armyworm,High
Farm_03902,Fall Armyworm,Low
Farm_03903,Rust,High
Farm_03904,Root Rot,High
Farm_03905,Rust,Medium
Farm_03906,Root Rot,Medium
Farm_03907,Rust,High
Farm_03908,Leaf Blight,High
Farm_03909,Root Rot,Low
Farm_03910,Leaf Blight,Medium
Farm_03911,Rust,Medium
Farm_03912,Healthy,Medium
Farm_03913,Healthy,High
Farm_03914,Healthy,High
Farm_03915,Root Rot,Low
Farm_03916,Root Rot,Medium
Farm_03917,Fall Armyworm,Low
Farm_03918,Rust,High
Farm_03919,Rust,Medium
Farm_03920,Leaf Blight,High
Farm_03921,Root Rot,Low
Farm_03922,Rust,Medium
Farm_03923,Fall Armyworm,Medium
Farm_03924,Rust,High
Farm_03925,Healthy,Low
Farm_03926,Rust,Low
Farm_03927,Root Rot,Medium
Farm_03928,Root Rot,Medium
Farm_03929,Fall Armyworm,Medium
Farm_03930,Fall Armyworm,Low
Farm_03931,Fall Armyworm,Low
Farm_03932,Rust,Medium
Farm_03933,Healthy,High
Farm_03934,Root Rot,High
Farm_03935,Healthy,Low
Farm_03936,Leaf Blight,High
Farm_03937,Healthy,Medium
Farm_03938,Leaf Blight,Medium
Farm_03939,Rust,Low
Farm_03940,Fall Armyworm,High
Farm_03941,Leaf Blight,Medium
Farm_03942,Root Rot,Low
Farm_03943,Rust,Medium
Farm_03944,Leaf Blight,Low
Farm_03945,Leaf Blight,Low
Farm_03946,Root Rot,Medium
Farm_03947,Root Rot,Low
Farm_03948,Fall Armyworm,High
Farm_03949,Leaf Blight,High
Farm_03950,Leaf Blight,High
Farm_03951,Fall Armyworm,Medium
Farm_03952,Root Rot,High
Farm_03953,Fall Armyworm,High
Farm_03954,Leaf Blight,Low
Farm_03955,Rust,Medium
Farm_03956,Root Rot,High
Farm_03957,Rust,Low
Farm_03958,Leaf Blight,High
Farm_03959,Root Rot,Medium
Farm_03960,Fall Armyworm,High
Farm_03961,Healthy,Medium
Farm_03962,Root Rot,Medium
Farm_03963,Root Rot,Medium
Farm_03964,Fall Armyworm,Low
Farm_03965,Root Rot,Medium
Farm_03966,Rust,Low
Farm_03967,Fall Armyworm,Medium
Farm_03968,Root Rot,Low
Farm_03969,Fall Armyworm,High
Farm_03970,Leaf Blight,High
Farm_03971,Healthy,Low
Farm_03972,Leaf Blight,Medium
Farm_03973,Root Rot,Medium
Farm_03974,Rust,High
Farm_03975,Healthy,Medium
Farm_03976,Leaf Blight,High
Farm_03977,Rust,High
Farm_03978,Rust,Medium
Farm_03979,Leaf Blight,High
Farm_03980,Leaf Blight,Medium
Farm_03981,Root Rot,High
Farm_03982,Fall Armyworm,Medium
Farm_03983,Root Rot,Medium
Farm_03984,Leaf Blight,High
Farm_03985,Leaf Blight,High
Farm_03986,Fall Armyworm,High
Farm_03987,Root Rot,Medium
Farm_03988,Healthy,High
Farm_03989,Leaf Blight,Low
Farm_03990,Leaf Blight,Low
Farm_03991,Leaf Blight,Medium
Farm_03992,Healthy,Medium
Farm_03993,Rust,Medium
Farm_03994,Rust,Low
Farm_03995,Fall Armyworm,Low
Farm_03996,Fall Armyworm,Medium
Farm_03997,Fall Armyworm,Low
Farm_03998,Fall Armyworm,High
Farm_03999,Healthy,Low
Farm_04000,Rust,Medium
Farm_04001,Rust,Low
Farm_04002,Fall Armyworm,Medium
Farm_04003,Fall Armyworm,Low
Farm_04004,Healthy,High
Farm_04005,Rust,Low
Farm_04006,Healthy,High
Farm_04007,Fall Armyworm,High
Farm_04008,Rust,Low
Farm_04009,Leaf Blight,Medium
Farm_04010,Healthy,Low
Farm_04011,Fall Armyworm,Low
Farm_04012,Fall Armyworm,High
Farm_04013,Fall Armyworm,Medium
Farm_04014,Fall Armyworm,Low
Farm_04015,Fall Armyworm,Medium
Farm_04016,Root Rot,High
Farm_04017,Fall Armyworm,High
Farm_04018,Fall Armyworm,High
Farm_04019,Healthy,Medium
Farm_04020,Rust,Medium
Farm_04021,Fall Armyworm,High
Farm_04022,Rust,High
Farm_04023,Fall Armyworm,High
Farm_04024,Fall Armyworm,Low
Farm_04025,Fall Armyworm,Low
Farm_04026,Healthy,Low
Farm_04027,Leaf Blight,Low
Farm_04028,Leaf Blight,Low
Farm_04029,Fall Armyworm,Low
Farm_04030,Leaf Blight,High
Farm_04031,Healthy,Low
Farm_04032,Healthy,Low
Farm_04033,Rust,Medium
Farm_04034,Leaf Blight,Medium
Farm_04035,Root Rot,Medium
Farm_04036,Fall Armyworm,Medium
Farm_04037,Fall Armyworm,High
Farm_04038,Rust,Low
Farm_04039,Rust,Medium
Farm_04040,Rust,Low
Farm_04041,Leaf Blight,High
Farm_04042,Rust,High
Farm_04043,Rust,Medium
Farm_04044,Rust,High
Farm_04045,Healthy,Low
Farm_04046,Rust,Medium
Farm_04047,Leaf Blight,Medium
Farm_04048,Fall Armyworm,Medium
Farm_04049,Leaf Blight,Medium
Farm_04050,Root Rot,Low
Farm_04051,Fall Armyworm,Medium
Farm_04052,Root Rot,Medium
Farm_04053,Healthy,Low
Farm_04054,Root Rot,High
Farm_04055,Leaf Blight,High
Farm_04056,Rust,Medium
Farm_04057,Root Rot,Medium
Farm_04058,Healthy,High
Farm_04059,Fall Armyworm,Medium
Farm_04060,Root Rot,Medium
Farm_04061,Leaf Blight,Low
Farm_04062,Healthy,Low
Farm_04063,Healthy,Medium
Farm_04064,Fall Armyworm,Low
Farm_04065,Fall Armyworm,High
Farm_04066,Rust,Low
Farm_04067,Rust,Medium
Farm_04068,Fall Armyworm,High
Farm_04069,Leaf Blight,Medium
Farm_04070,Healthy,Medium
Farm_04071,Leaf Blight,Low
Farm_04072,Fall Armyworm,High
Farm_04073,Healthy,High
Farm_04074,Rust,High
Farm_04075,Root Rot,Low
Farm_04076,Leaf Blight,Low
Farm_04077,Leaf Blight,Low
Farm_04078,Rust,Medium
Farm_04079,Fall Armyworm,High
Farm_04080,Leaf Blight,Low
Farm_04081,Root Rot,High
Farm_04082,Root Rot,Medium
Farm_04083,Fall Armyworm,Low
Farm_04084,Leaf Blight,High
Farm_04085,Leaf Blight,High
Farm_04086,Fall Armyworm,Medium
Farm_04087,Rust,Low
Farm_04088,Rust,Low
Farm_04089,Fall Armyworm,Low
Farm_04090,Healthy,Low
Farm_04091,Rust,Medium
Farm_04092,Rust,Low
Farm_04093,Leaf Blight,Medium
Farm_04094,Leaf Blight,Medium
Farm_04095,Root Rot,Low
Farm_04096,Rust,High
Farm_04097,Root Rot,High
Farm_04098,Rust,Low
Farm_04099,Leaf Blight,Low
Farm_04100,Healthy,High
Farm_04101,Fall Armyworm,High
Farm_04102,Rust,Medium
Farm_04103,Root Rot,Medium
Farm_04104,Leaf Blight,Low
Farm_04105,Root Rot,Low
Farm_04106,Fall Armyworm,Low
Farm_04107,Leaf Blight,Medium
Farm_04108,Fall Armyworm,Low
Farm_04109,Rust,Medium
Farm_04110,Fall Armyworm,Medium
Farm_04111,Healthy,Low
Farm_04112,Healthy,Low
Farm_04113,Healthy,Low
Farm_04114,Healthy,Medium
Farm_04115,Root Rot,Medium
Farm_04116,Leaf Blight,High
Farm_04117,Rust,Low
Farm_04118,Rust,High
Farm_04119,Leaf Blight,Low
Farm_04120,Rust,Low
Farm_04121,Healthy,Low
Farm_04122,Fall Armyworm,Low
Farm_04123,Root Rot,High
Farm_04124,Root Rot,Medium
Farm_04125,Fall Armyworm,Low
Farm_04126,Fall Armyworm,Low
Farm_04127,Fall Armyworm,High
Farm_04128,Leaf Blight,Medium
Farm_04129,Rust,Low
Farm_04130,Fall Armyworm,Medium
Farm_04131,Root Rot,High
Farm_04132,Healthy,Medium
Farm_04133,Fall Armyworm,High
Farm_04134,Root Rot,Low
Farm_04135,Leaf Blight,Medium
Farm_04136,Healthy,Medium
Farm_04137,Leaf Blight,Low
Farm_04138,Healthy,Medium
Farm_04139,Leaf Blight,Medium
Farm_04140,Leaf Blight,Low
Farm_04141,Fall Armyworm,High
Farm_04142,Healthy,Low
Farm_04143,Root Rot,Low
Farm_04144,Leaf Blight,Medium
Farm_04145,Rust,High
Farm_04146,Rust,Low
Farm_04147,Fall Armyworm,Low
