farmer_id,name,region,experience_years
FRM02908,Farmer 2908,Kaduna,22
FRM02909,Farmer 2909,Kano,16
FRM02910,Farmer 2910,Oyo,29
FRM02911,Farmer 2911,Enugu,9
FRM02912,Farmer 2912,Kaduna,18
FRM02913,Farmer 2913,Enugu,8
FRM02914,Farmer 2914,Kaduna,26
FRM02915,Farmer 2915,Bauchi,28
FRM02916,Farmer 2916,Kaduna,16
FRM02917,Farmer 2917,Oyo,40
FRM02918,Farmer 2918,Enugu,19
FRM02919,Farmer 2919,Bauchi,40
FRM02920,Farmer 2920,Kano,29
FRM02921,Farmer 2921,Oyo,8
FRM02922,Farmer 2922,Niger,16
FRM02923,Farmer 2923,Kano,21
FRM02924,Farmer 2924,Benue,40
FRM02925,Farmer 2925,Kaduna,17
FRM02926,Farmer 2926,Niger,19
FRM02927,Farmer 2927,Enugu,34
FRM02928,Farmer 2928,Benue,37
FRM02929,Farmer 2929,Ogun,5
FRM02930,Farmer 2930,Oyo,13
FRM02931,Farmer 2931,Nasarawa,7
FRM02932,Farmer 2932,Benue,1
FRM02933,Farmer 2933,Ogun,40
FRM02934,Farmer 2934,Enugu,27
FRM02935,Farmer 2935,Kano,30
FRM02936,Farmer 2936,Oyo,24
FRM02937,Farmer 2937,Plateau,25
FRM02938,Farmer 2938,Benue,3
FRM02939,Farmer 2939,Kano,17
FRM02940,Farmer 2940,Ogun,31
FRM02941,Farmer 2941,Bauchi,29
FRM02942,Farmer 2942,Nasarawa,24
FRM02943,Farmer 2943,Kano,32
FRM02944,Farmer 2944,Oyo,19
FRM02945,Farmer 2945,Benue,29
FRM02946,Farmer 2946,Enugu,29
FRM02947,Farmer 2947,Kaduna,15
FRM02948,Farmer 2948,Nasarawa,14
FRM02949,Farmer 2949,Plateau,37
FRM02950,Farmer 2950,Ogun,38
FRM02951,Farmer 2951,Niger,7
FRM02952,Farmer 2952,Bauchi,1
FRM02953,Farmer 2953,Enugu,1
FRM02954,Farmer 2954,Plateau,27
FRM02955,Farmer 2955,Enugu,3
FRM02956,Farmer 2956,Kaduna,36
FRM02957,Farmer 2957,Benue,11
FRM02958,Farmer 2958,Ogun,37
FRM02959,Farmer 2959,Ogun,28
FRM02960,Farmer 2960,Ogun,37
FRM02961,Farmer 2961,Niger,34
FRM02962,Farmer 2962,Plateau,24
FRM02963,Farmer 2963,Ogun,32
FRM02964,Farmer 2964,Kaduna,37
FRM02965,Farmer 2965,Kano,38
FRM02966,Farmer 2966,Nasarawa,21
FRM02967,Farmer 2967,Benue,33
FRM02968,Farmer 2968,Kano,19
FRM02969,Farmer 2969,Oyo,6
FRM02970,Farmer 2970,Benue,5
FRM02971,Farmer 2971,Oyo,9
FRM02972,Farmer 2972,Plateau,1
FRM02973,Farmer 2973,Benue,35
FRM02974,Farmer 2974,Ogun,8
FRM02975,Farmer 2975,Ogun,15
FRM02976,Farmer 2976,Oyo,12
FRM02977,Farmer 2977,Niger,1
FRM02978,Farmer 2978,Benue,24
FRM02979,Farmer 2979,Nasarawa,10
FRM02980,Farmer 2980,Kaduna,40
FRM02981,Farmer 2981,Nasarawa,21
FRM02982,Farmer 2982,Niger,36
FRM02983,Farmer 2983,Plateau,15
FRM02984,Farmer 2984,Kano,16
FRM02985,Farmer 2985,Ogun,2
FRM02986,Farmer 2986,Bauchi,34
FRM02987,Farmer 2987,Benue,30
FRM02988,Farmer 2988,Nasarawa,19
FRM02989,Farmer 2989,Niger,36
FRM02990,Farmer 2990,Plateau,1
FRM02991,Farmer 2991,Kano,5
FRM02992,Farmer 2992,Kano,8
FRM02993,Farmer 2993,Nasarawa,38
FRM02994,Farmer 2994,Bauchi,33
FRM02995,Farmer 2995,Kaduna,16
FRM02996,Farmer 2996,Niger,9
FRM02997,Farmer 2997,Oyo,19
FRM02998,Farmer 2998,Kaduna,37
FRM02999,Farmer 2999,Ogun,1
FRM03000,Farmer 3000,Benue,39
FRM03001,Farmer 3001,Benue,17
FRM03002,Farmer 3002,Benue,29
FRM03003,Farmer 3003,Kaduna,9
FRM03004,Farmer 3004,Kano,25
FRM03005,Farmer 3005,Kano,32
FRM03006,Farmer 3006,Kano,31
FRM03007,Farmer 3007,Benue,30
FRM03008,Farmer 3008,Oyo,29
FRM03009,Farmer 3009,Kaduna,32
FRM03010,Farmer 3010,Benue,21
FRM03011,Farmer 3011,Bauchi,15
FRM03012,Farmer 3012,Kaduna,10
FRM03013,Farmer 3013,Ogun,25
FRM03014,Farmer 3014,Kaduna,38
FRM03015,Farmer 3015,Benue,39
FRM03016,Farmer 3016,Nasarawa,5
FRM03017,Farmer 3017,Benue,38
FRM03018,Farmer 3018,Enugu,34
FRM03019,Farmer 3019,Kano,23
FRM03020,Farmer 3020,Plateau,32
FRM03021,Farmer 3021,Enugu,33
FRM03022,Farmer 3022,Ogun,12
FRM03023,Farmer 3023,Bauchi,40
FRM03024,Farmer 3024,Kano,20
FRM03025,Farmer 3025,Plateau,35
FRM03026,Farmer 3026,Enugu,12
FRM03027,Farmer 3027,Niger,10
FRM03028,Farmer 3028,Kano,9
FRM03029,Farmer 3029,Kano,35
FRM03030,Farmer 3030,Plateau,28
FRM03031,Farmer 3031,Kano,32
FRM03032,Farmer 3032,Kaduna,21
FRM03033,Farmer 3033,Bauchi,14
FRM03034,Farmer 3034,Kano,5
FRM03035,Farmer 3035,Oyo,40
FRM03036,Farmer 3036,Enugu,33
FRM03037,Farmer 3037,Ogun,32
FRM03038,Farmer 3038,Oyo,1
FRM03039,Farmer 3039,Kaduna,38
FRM03040,Farmer 3040,Plateau,13
FRM03041,Farmer 3041,Bauchi,24
FRM03042,Farmer 3042,Oyo,7
FRM03043,Farmer 3043,Bauchi,40
FRM03044,Farmer 3044,Kano,16
FRM03045,Farmer 3045,Benue,31
FRM03046,Farmer 3046,Ogun,32
FRM03047,Farmer 3047,Niger,20
FRM03048,Farmer 3048,Kano,5
FRM03049,Farmer 3049,Kaduna,23
FRM03050,Farmer 3050,Nasarawa,11
FRM03051,Farmer 3051,Enugu,15
FRM03052,Farmer 3052,Kaduna,18
FRM03053,Farmer 3053,Enugu,28
FRM03054,Farmer 3054,Benue,10
FRM03055,Farmer 3055,Benue,13
FRM03056,Farmer 3056,Enugu,37
FRM03057,Farmer 3057,Benue,34
FRM03058,Farmer 3058,Ogun,3
FRM03059,Farmer 3059,Niger,31
FRM03060,Farmer 3060,Ogun,22
FRM03061,Farmer 3061,Ogun,1
FRM03062,Farmer 3062,Plateau,39
FRM03063,Farmer 3063,Plateau,23
FRM03064,Farmer 3064,Plateau,36
FRM03065,Farmer 3065,Kaduna,33
FRM03066,Farmer 3066,Kaduna,6
FRM03067,Farmer 3067,Benue,28
FRM03068,Farmer 3068,Kano,21
FRM03069,Farmer 3069,Niger,11
FRM03070,Farmer 3070,Benue,15
FRM03071,Farmer 3071,Ogun,19
FRM03072,Farmer 3072,Kano,25
FRM03073,Farmer 3073,Oyo,7
FRM03074,Farmer 3074,Niger,39
FRM03075,Farmer 3075,Ogun,33
FRM03076,Farmer 3076,Nasarawa,29
FRM03077,Farmer 3077,Nasarawa,39
FRM03078,Farmer 3078,Kaduna,21
FRM03079,Farmer 3079,Plateau,20
FRM03080,Farmer 3080,Plateau,24
FRM03081,Farmer 3081,Enugu,36
FRM03082,Farmer 3082,Benue,9
FRM03083,Farmer 3083,Kaduna,25
FRM03084,Farmer 3084,Benue,8
FRM03085,Farmer 3085,Nasarawa,3
FRM03086,Farmer 3086,Ogun,35
FRM03087,Farmer 3087,Benue,26
FRM03088,Farmer 3088,Bauchi,32
FRM03089,Farmer 3089,Niger,31
FRM03090,Farmer 3090,Plateau,9
FRM03091,Farmer 3091,Niger,30
FRM03092,Farmer 3092,Plateau,24
FRM03093,Farmer 3093,Niger,22
FRM03094,Farmer 3094,Niger,20
FRM03095,Farmer 3095,Nasarawa,8
FRM03096,Farmer 3096,Nasarawa,15
FRM03097,Farmer 3097,Kaduna,35
FRM03098,Farmer 3098,Nasarawa,5
FRM03099,Farmer 3099,Nasarawa,7
FRM03100,Farmer 3100,Nasarawa,39
FRM03101,Farmer 3101,Niger,1
FRM03102,Farmer 3102,Ogun,38
FRM03103,Farmer 3103,Bauchi,26
FRM03104,Farmer 3104,Kano,14
FRM03105,Farmer 3105,Plateau,28
FRM03106,Farmer 3106,Plateau,15
FRM03107,Farmer 3107,Kano,28
FRM03108,Farmer 3108,Kano,10
FRM03109,Farmer 3109,Nasarawa,36
FRM03110,Farmer 3110,Enugu,40
FRM03111,Farmer 3111,Nasarawa,38
FRM03112,Farmer 3112,Plateau,16
FRM03113,Farmer 3113,Enugu,24
FRM03114,Farmer 3114,Bauchi,34
FRM03115,Farmer 3115,Nasarawa,40
FRM03116,Farmer 3116,Ogun,29
FRM03117,Farmer 3117,Bauchi,37
FRM03118,Farmer 3118,Ogun,18
FRM03119,Farmer 3119,Oyo,24
FRM03120,Farmer 3120,Kaduna,27
FRM03121,Farmer 3121,Ogun,33
FRM03122,Farmer 3122,Nasarawa,13
FRM03123,Farmer 3123,Oyo,38
FRM03124,Farmer 3124,Niger,20
FRM03125,Farmer 3125,Kano,19
FRM03126,Farmer 3126,Kano,21
FRM03127,Farmer 3127,Benue,38
FRM03128,Farmer 3128,Bauchi,13
FRM03129,Farmer 3129,Nasarawa,31
FRM03130,Farmer 3130,Bauchi,40
FRM03131,Farmer 3131,Kano,8
FRM03132,Farmer 3132,Ogun,30
FRM03133,Farmer 3133,Oyo,12
FRM03134,Farmer 3134,Kano,17
FRM03135,Farmer 3135,Benue,33
FRM03136,Farmer 3136,Niger,4
FRM03137,Farmer 3137,Ogun,26
FRM03138,Farmer 3138,Nasarawa,24
FRM03139,Farmer 3139,Ogun,18
FRM03140,Farmer 3140,Benue,5
FRM03141,Farmer 3141,Kaduna,13
FRM03142,Farmer 3142,Bauchi,21
FRM03143,Farmer 3143,Plateau,40
FRM03144,Farmer 3144,Kaduna,18
FRM03145,Farmer 3145,Kaduna,34
FRM03146,Farmer 3146,Kano,13
FRM03147,Farmer 3147,Nasarawa,26
FRM03148,Farmer 3148,Plateau,5
FRM03149,Farmer 3149,Kaduna,8
FRM03150,Farmer 3150,Kano,29
FRM03151,Farmer 3151,Plateau,30
FRM03152,Farmer 3152,Benue,39
FRM03153,Farmer 3153,Niger,18
FRM03154,Farmer 3154,Plateau,39
FRM03155,Farmer 3155,Enugu,28
FRM03156,Farmer 3156,Plateau,34
FRM03157,Farmer 3157,Enugu,38
FRM03158,Farmer 3158,Nasarawa,38
FRM03159,Farmer 3159,Niger,8
FRM03160,Farmer 3160,Enugu,39
FRM03161,Farmer 3161,Niger,16
FRM03162,Farmer 3162,Bauchi,3
FRM03163,Farmer 3163,Niger,17
FRM03164,Farmer 3164,Bauchi,20
FRM03165,Farmer 3165,Kano,19
FRM03166,Farmer 3166,Plateau,11
FRM03167,Farmer 3167,Niger,40
FRM03168,Farmer 3168,Oyo,18
FRM03169,Farmer 3169,Benue,33
FRM03170,Farmer 3170,Benue,28
FRM03171,Farmer 3171,Oyo,16
FRM03172,Farmer 3172,Kano,39
FRM03173,Farmer 3173,Ogun,34
FRM03174,Farmer 3174,Oyo,8
FRM03175,Farmer 3175,Plateau,11
FRM03176,Farmer 3176,Enugu,33
FRM03177,Farmer 3177,Bauchi,17
FRM03178,Farmer 3178,Oyo,25
FRM03179,Farmer 3179,Bauchi,20
FRM03180,Farmer 3180,Benue,28
FRM03181,Farmer 3181,Niger,38
FRM03182,Farmer 3182,Kaduna,21
FRM03183,Farmer 3183,Benue,15
FRM03184,Farmer 3184,Plateau,16
FRM03185,Farmer 3185,Enugu,16
FRM03186,Farmer 3186,Benue,17
FRM03187,Farmer 3187,Oyo,26
FRM03188,Farmer 3188,Enugu,22
FRM03189,Farmer 3189,Enugu,35
FRM03190,Farmer 3190,Nasarawa,40
FRM03191,Farmer 3191,Kaduna,7
FRM03192,Farmer 3192,Ogun,24
FRM03193,Farmer 3193,Nasarawa,37
FRM03194,Farmer 3194,Ogun,20
FRM03195,Farmer 3195,Ogun,5
FRM03196,Farmer 3196,Oyo,8
FRM03197,Farmer 3197,Nasarawa,21
FRM03198,Farmer 3198,Nasarawa,7
FRM03199,Farmer 3199,Plateau,21
FRM03200,Farmer 3200,Kaduna,39
FRM03201,Farmer 3201,Niger,27
FRM03202,Farmer 3202,Oyo,40
FRM03203,Farmer 3203,Nasarawa,22
FRM03204,Farmer 3204,Niger,15
FRM03205,Farmer 3205,Enugu,22
FRM03206,Farmer 3206,Kaduna,37
FRM03207,Farmer 3207,Plateau,10
FRM03208,Farmer 3208,Nasarawa,25
FRM03209,Farmer 3209,Enugu,19
FRM03210,Farmer 3210,Oyo,24
FRM03211,Farmer 3211,Niger,14
FRM03212,Farmer 3212,Kano,26
FRM03213,Farmer 3213,Bauchi,23
FRM03214,Farmer 3214,Bauchi,30
FRM03215,Farmer 3215,Kano,13
FRM03216,Farmer 3216,Plateau,31
FRM03217,Farmer 3217,Oyo,37
FRM03218,Farmer 3218,Plateau,13
FRM03219,Farmer 3219,Ogun,23
FRM03220,Farmer 3220,Niger,5
FRM03221,Farmer 3221,Benue,20
FRM03222,Farmer 3222,Kaduna,14
FRM03223,Farmer 3223,Bauchi,19
FRM03224,Farmer 3224,Benue,31
FRM03225,Farmer 3225,Benue,3
FRM03226,Farmer 3226,Benue,17
FRM03227,Farmer 3227,Benue,7
FRM03228,Farmer 3228,Plateau,5
FRM03229,Farmer 3229,Oyo,39
FRM03230,Farmer 3230,Oyo,29
FRM03231,Farmer 3231,Bauchi,3
FRM03232,Farmer 3232,Benue,16
FRM03233,Farmer 3233,Bauchi,36
FRM03234,Farmer 3234,Nasarawa,11
FRM03235,Farmer 3235,Bauchi,33
FRM03236,Farmer 3236,Niger,18
FRM03237,Farmer 3237,Kano,7
FRM03238,Farmer 3238,Nasarawa,12
FRM03239,Farmer 3239,Plateau,37
FRM03240,Farmer 3240,Kaduna,4
FRM03241,Farmer 3241,Bauchi,6
FRM03242,Farmer 3242,Nasarawa,10
FRM03243,Farmer 3243,Kaduna,34
FRM03244,Farmer 3244,Kaduna,1
FRM03245,Farmer 3245,Kaduna,21
FRM03246,Farmer 3246,Kaduna,29
FRM03247,Farmer 3247,Ogun,22
FRM03248,Farmer 3248,Kano,11
FRM03249,Farmer 3249,Bauchi,30
FRM03250,Farmer 3250,Niger,8
FRM03251,Farmer 3251,Oyo,9
FRM03252,Farmer 3252,Kaduna,16
FRM03253,Farmer 3253,Nasarawa,26
FRM03254,Farmer 3254,Benue,22
FRM03255,Farmer 3255,Benue,17
FRM03256,Farmer 3256,Nasarawa,18
FRM03257,Farmer 3257,Kano,14
FRM03258,Farmer 3258,Oyo,5
FRM03259,Farmer 3259,Ogun,38
FRM03260,Farmer 3260,Benue,4
FRM03261,Farmer 3261,Plateau,38
FRM03262,Farmer 3262,Plateau,27
FRM03263,Farmer 3263,Benue,38
FRM03264,Farmer 3264,Nasarawa,29
FRM03265,Farmer 3265,Kano,22
FRM03266,Farmer 3266,Enugu,2
FRM03267,Farmer 3267,Nasarawa,21
FRM03268,Farmer 3268,Benue,6
FRM03269,Farmer 3269,Benue,30
FRM03270,Farmer 3270,Nasarawa,5
FRM03271,Farmer 3271,Niger,39
FRM03272,Farmer 3272,Niger,28
FRM03273,Farmer 3273,Nasarawa,21
FRM03274,Farmer 3274,Benue,37
FRM03275,Farmer 3275,Benue,24
FRM03276,Farmer 3276,Oyo,18
FRM03277,Farmer 3277,Bauchi,4
FRM03278,Farmer 3278,Oyo,19
FRM03279,Farmer 3279,Nasarawa,4
FRM03280,Farmer 3280,Niger,28
FRM03281,Farmer 3281,Oyo,34
FRM03282,Farmer 3282,Kaduna,23
FRM03283,Farmer 3283,Benue,9
FRM03284,Farmer 3284,Oyo,22
FRM03285,Farmer 3285,Kaduna,20
FRM03286,Farmer 3286,Benue,22
FRM03287,Farmer 3287,Kano,15
FRM03288,Farmer 3288,Nasarawa,1
FRM03289,Farmer 3289,Nasarawa,8
FRM03290,Farmer 3290,Oyo,22
FRM03291,Farmer 3291,Plateau,37
FRM03292,Farmer 3292,Kaduna,4
FRM03293,Farmer 3293,Niger,19
FRM03294,Farmer 3294,Nasarawa,37
FRM03295,Farmer 3295,Enugu,24
FRM03296,Farmer 3296,Benue,19
FRM03297,Farmer 3297,Kaduna,2
FRM03298,Farmer 3298,Plateau,29
FRM03299,Farmer 3299,Plateau,28
FRM03300,Farmer 3300,Oyo,32
FRM03301,Farmer 3301,Oyo,16
FRM03302,Farmer 3302,Enugu,10
FRM03303,Farmer 3303,Plateau,34
FRM03304,Farmer 3304,Plateau,33
FRM03305,Farmer 3305,Nasarawa,2
FRM03306,Farmer 3306,Niger,19
FRM03307,Farmer 3307,Niger,24
FRM03308,Farmer 3308,Ogun,35
FRM03309,Farmer 3309,Bauchi,24
FRM03310,Farmer 3310,Plateau,8
FRM03311,Farmer 3311,Benue,25
FRM03312,Farmer 3312,Bauchi,19
FRM03313,Farmer 3313,Benue,16
FRM03314,Farmer 3314,Bauchi,12
FRM03315,Farmer 3315,Niger,36
FRM03316,Farmer 3316,Ogun,32
FRM03317,Farmer 3317,Ogun,8
FRM03318,Farmer 3318,Benue,9
FRM03319,Farmer 3319,Kaduna,13
FRM03320,Farmer 3320,Kano,29
FRM03321,Farmer 3321,Kano,16
FRM03322,Farmer 3322,Plateau,29
FRM03323,Farmer 3323,Ogun,9
FRM03324,Farmer 3324,Bauchi,32
FRM03325,Farmer 3325,Plateau,39
FRM03326,Farmer 3326,Niger,32
FRM03327,Farmer 3327,Enugu,21
FRM03328,Farmer 3328,Bauchi,29
FRM03329,Farmer 3329,Nasarawa,23
FRM03330,Farmer 3330,Benue,28
FRM03331,Farmer 3331,Niger,33
FRM03332,Farmer 3332,Bauchi,40
FRM03333,Farmer 3333,Kano,2
FRM03334,Farmer 3334,Ogun,35
FRM03335,Farmer 3335,Kano,10
FRM03336,Farmer 3336,Benue,37
FRM03337,Farmer 3337,Niger,35
FRM03338,Farmer 3338,Enugu,11
FRM03339,Farmer 3339,Plateau,23
FRM03340,Farmer 3340,Enugu,18
FRM03341,Farmer 3341,Niger,36
FRM03342,Farmer 3342,Kaduna,36
FRM03343,Farmer 3343,Kano,29
FRM03344,Farmer 3344,Oyo,38
FRM03345,Farmer 3345,Benue,10
FRM03346,Farmer 3346,Oyo,23
FRM03347,Farmer 3347,Benue,35
FRM03348,Farmer 3348,Kano,23
FRM03349,Farmer 3349,Bauchi,31
FRM03350,Farmer 3350,Bauchi,35
FRM03351,Farmer 3351,Bauchi,7
FRM03352,Farmer 3352,Nasarawa,13
FRM03353,Farmer 3353,Oyo,34
FRM03354,Farmer 3354,Kaduna,36
FRM03355,Farmer 3355,Oyo,26
FRM03356,Farmer 3356,Kaduna,19
FRM03357,Farmer 3357,Niger,11
FRM03358,Farmer 3358,Kano,36
FRM03359,Farmer 3359,Ogun,28
FRM03360,Farmer 3360,Plateau,15
FRM03361,Farmer 3361,Ogun,20
FRM03362,Farmer 3362,Nasarawa,18
FRM03363,Farmer 3363,Oyo,19
FRM03364,Farmer 3364,Ogun,24
FRM03365,Farmer 3365,Bauchi,27
FRM03366,Farmer 3366,Kano,31
FRM03367,Farmer 3367,Kaduna,37
FRM03368,Farmer 3368,Bauchi,17
FRM03369,Farmer 3369,Niger,30
FRM03370,Farmer 3370,Benue,6
FRM03371,Farmer 3371,Kaduna,31
FRM03372,Farmer 3372,Ogun,17
FRM03373,Farmer 3373,Plateau,14
FRM03374,Farmer 3374,Enugu,35
FRM03375,Farmer 3375,Ogun,28
FRM03376,Farmer 3376,Kaduna,24
FRM03377,Farmer 3377,Kaduna,32
FRM03378,Farmer 3378,Benue,18
FRM03379,Farmer 3379,Nasarawa,17
FRM03380,Farmer 3380,Kano,32
FRM03381,Farmer 3381,Plateau,31
FRM03382,Farmer 3382,Nasarawa,25
FRM03383,Farmer 3383,Ogun,10
FRM03384,Farmer 3384,Benue,27
FRM03385,Farmer 3385,Kano,7
FRM03386,Farmer 3386,Kano,24
FRM03387,Farmer 3387,Oyo,40
FRM03388,Farmer 3388,Plateau,22
FRM03389,Farmer 3389,Benue,5
FRM03390,Farmer 3390,Plateau,8
FRM03391,Farmer 3391,Oyo,14
FRM03392,Farmer 3392,Bauchi,10
FRM03393,Farmer 3393,Enugu,19
FRM03394,Farmer 3394,Nasarawa,1
FRM03395,Farmer 3395,Niger,21
FRM03396,Farmer 3396,Kaduna,19
FRM03397,Farmer 3397,Benue,10
FRM03398,Farmer 3398,Bauchi,22
FRM03399,Farmer 3399,Plateau,22
FRM03400,Farmer 3400,Plateau,19
FRM03401,Farmer 3401,Kaduna,5
FRM03402,Farmer 3402,Niger,15
FRM03403,Farmer 3403,Ogun,4
FRM03404,Farmer 3404,Bauchi,40
FRM03405,Farmer 3405,Benue,35
FRM03406,Farmer 3406,Benue,38
FRM03407,Farmer 3407,Bauchi,16
FRM03408,Farmer 3408,Plateau,22
FRM03409,Farmer 3409,Enugu,29
FRM03410,Farmer 3410,Bauchi,26
FRM03411,Farmer 3411,Kano,7
FRM03412,Farmer 3412,Enugu,25
FRM03413,Farmer 3413,Niger,19
FRM03414,Farmer 3414,Plateau,8
FRM03415,Farmer 3415,Nasarawa,15
FRM03416,Farmer 3416,Niger,25
FRM03417,Farmer 3417,Nasarawa,22
FRM03418,Farmer 3418,Niger,27
FRM03419,Farmer 3419,Oyo,23
FRM03420,Farmer 3420,Kaduna,11
FRM03421,Farmer 3421,Nasarawa,19
FRM03422,Farmer 3422,Plateau,36
FRM03423,Farmer 3423,Benue,12
FRM03424,Farmer 3424,Nasarawa,31
FRM03425,Farmer 3425,Bauchi,8
FRM03426,Farmer 3426,Enugu,15
FRM03427,Farmer 3427,Benue,30
FRM03428,Farmer 3428,Plateau,27
FRM03429,Farmer 3429,Enugu,36
FRM03430,Farmer 3430,Nasarawa,8
FRM03431,Farmer 3431,Kaduna,21
FRM03432,Farmer 3432,Oyo,6
FRM03433,Farmer 3433,Ogun,24
FRM03434,Farmer 3434,Niger,9
FRM03435,Farmer 3435,Enugu,38
FRM03436,Farmer 3436,Benue,29
FRM03437,Farmer 3437,Plateau,7
FRM03438,Farmer 3438,Bauchi,15
FRM03439,Farmer 3439,Enugu,36
FRM03440,Farmer 3440,Oyo,14
FRM03441,Farmer 3441,Kaduna,35
FRM03442,Farmer 3442,Kano,37
FRM03443,Farmer 3443,Plateau,36
FRM03444,Farmer 3444,Oyo,30
FRM03445,Farmer 3445,Kano,4
FRM03446,Farmer 3446,Kano,18
FRM03447,Farmer 3447,Benue,20
FRM03448,Farmer 3448,Plateau,8
FRM03449,Farmer 3449,Kaduna,3
FRM03450,Farmer 3450,Kano,25
FRM03451,Farmer 3451,Nasarawa,21
FRM03452,Farmer 3452,Enugu,15
FRM03453,Farmer 3453,Bauchi,20
FRM03454,Farmer 3454,Bauchi,8
FRM03455,Farmer 3455,Oyo,7
FRM03456,Farmer 3456,Bauchi,19
FRM03457,Farmer 3457,Ogun,34
FRM03458,Farmer 3458,Niger,9
FRM03459,Farmer 3459,Plateau,20
FRM03460,Farmer 3460,Bauchi,14
FRM03461,Farmer 3461,Bauchi,32
FRM03462,Farmer 3462,Kaduna,27
FRM03463,Farmer 3463,Oyo,20
FRM03464,Farmer 3464,Oyo,13
FRM03465,Farmer 3465,Enugu,15
FRM03466,Farmer 3466,Nasarawa,39
FRM03467,Farmer 3467,Oyo,12
FRM03468,Farmer 3468,Kaduna,15
FRM03469,Farmer 3469,Nasarawa,18
FRM03470,Farmer 3470,Kano,24
FRM03471,Farmer 3471,Bauchi,6
FRM03472,Farmer 3472,Nasarawa,28
FRM03473,Farmer 3473,Enugu,11
FRM03474,Farmer 3474,Bauchi,11
FRM03475,Farmer 3475,Niger,26
FRM03476,Farmer 3476,Nasarawa,38
FRM03477,Farmer 3477,Benue,21
FRM03478,Farmer 3478,Nasarawa,36
FRM03479,Farmer 3479,Benue,20
FRM03480,Farmer 3480,Plateau,23
FRM03481,Farmer 3481,Oyo,11
FRM03482,Farmer 3482,Ogun,10
FRM03483,Farmer 3483,Niger,20
FRM03484,Farmer 3484,Bauchi,16
FRM03485,Farmer 3485,Enugu,39
FRM03486,Farmer 3486,Enugu,24
FRM03487,Farmer 3487,Bauchi,36
FRM03488,Farmer 3488,Nasarawa,18
FRM03489,Farmer 3489,Kaduna,29
FRM03490,Farmer 3490,Oyo,18
FRM03491,Farmer 3491,Ogun,40
FRM03492,Farmer 3492,Kano,38
FRM03493,Farmer 3493,Bauchi,2
FRM03494,Farmer 3494,Niger,24
FRM03495,Farmer 3495,Nasarawa,12
FRM03496,Farmer 3496,Kano,4
FRM03497,Farmer 3497,Oyo,12
FRM03498,Farmer 3498,Kano,28
FRM03499,Farmer 3499,Bauchi,1
FRM03500,Farmer 3500,Plateau,28
FRM03501,Farmer 3501,Ogun,25
FRM03502,Farmer 3502,Nasarawa,20
FRM03503,Farmer 3503,Niger,22
FRM03504,Farmer 3504,Niger,27
FRM03505,Farmer 3505,Nasarawa,8
FRM03506,Farmer 3506,Plateau,34
FRM03507,Farmer 3507,Ogun,24
FRM03508,Farmer 3508,Kaduna,13
FRM03509,Farmer 3509,Bauchi,23
FRM03510,Farmer 3510,Plateau,25
FRM03511,Farmer 3511,Nasarawa,5
FRM03512,Farmer 3512,Niger,26
FRM03513,Farmer 3513,Nasarawa,11
FRM03514,Farmer 3514,Benue,28
FRM03515,Farmer 3515,Ogun,23
FRM03516,Farmer 3516,Oyo,5
FRM03517,Farmer 3517,Oyo,33
FRM03518,Farmer 3518,Kaduna,15
FRM03519,Farmer 3519,Oyo,30
FRM03520,Farmer 3520,Kano,20
FRM03521,Farmer 3521,Enugu,31
FRM03522,Farmer 3522,Kano,40
FRM03523,Farmer 3523,Ogun,38
FRM03524,Farmer 3524,Plateau,8
FRM03525,Farmer 3525,Enugu,32
FRM03526,Farmer 3526,Enugu,32
FRM03527,Farmer 3527,Nasarawa,12
FRM03528,Farmer 3528,Kano,33
FRM03529,Farmer 3529,Ogun,13
FRM03530,Farmer 3530,Benue,25
FRM03531,Farmer 3531,Nasarawa,34
FRM03532,Farmer 3532,Enugu,17
FRM03533,Farmer 3533,Oyo,40
FRM03534,Farmer 3534,Ogun,36
FRM03535,Farmer 3535,Oyo,2
FRM03536,Farmer 3536,Ogun,32
FRM03537,Farmer 3537,Kaduna,4
FRM03538,Farmer 3538,Oyo,14
FRM03539,Farmer 3539,Nasarawa,12
FRM03540,Farmer 3540,Plateau,4
FRM03541,Farmer 3541,Ogun,2
FRM03542,Farmer 3542,Benue,3
FRM03543,Farmer 3543,Bauchi,4
FRM03544,Farmer 3544,Niger,14
FRM03545,Farmer 3545,Nasarawa,7
FRM03546,Farmer 3546,Plateau,32
FRM03547,Farmer 3547,Oyo,4
FRM03548,Farmer 3548,Plateau,10
FRM03549,Farmer 3549,Bauchi,32
FRM03550,Farmer 3550,Kaduna,4
FRM03551,Farmer 3551,Ogun,40
FRM03552,Farmer 3552,Nasarawa,26
FRM03553,Farmer 3553,Benue,11
FRM03554,Farmer 3554,Nasarawa,10
FRM03555,Farmer 3555,Enugu,16
FRM03556,Farmer 3556,Bauchi,38
FRM03557,Farmer 3557,Kano,33
FRM03558,Farmer 3558,Niger,18
FRM03559,Farmer 3559,Enugu,19
FRM03560,Farmer 3560,Nasarawa,23
FRM03561,Farmer 3561,Enugu,17
FRM03562,Farmer 3562,Nasarawa,12
FRM03563,Farmer 3563,Nasarawa,15
FRM03564,Farmer 3564,Benue,1
FRM03565,Farmer 3565,Bauchi,20
FRM03566,Farmer 3566,Kano,29
FRM03567,Farmer 3567,Niger,19
FRM03568,Farmer 3568,Bauchi,13
FRM03569,Farmer 3569,Nasarawa,20
