region,station,rainfall_mm,temperature_c,humidity_pct
Kaduna,WX006,114,37.5,44
Oyo,WX031,247,25.2,90
Kaduna,WX004,65,25.7,44
Plateau,WX032,124,20.7,84
Niger,WX022,151,22.6,39
Kano,WX037,229,31.4,38
Oyo,WX040,63,26.2,60
Plateau,WX023,107,35.0,65
Kano,WX006,221,25.4,57
Kaduna,WX029,97,23.9,73
Kano,WX024,152,19.2,40
Bauchi,WX024,92,26.1,74
Enugu,WX018,56,35.8,57
Bauchi,WX003,251,33.8,85
Enugu,WX023,64,33.2,73
Kano,WX003,96,33.1,37
Ogun,WX036,172,32.4,94
Plateau,WX030,134,26.9,60
Niger,WX014,65,18.3,80
Enugu,WX039,180,30.8,63
Bauchi,WX014,96,27.4,46
Plateau,WX013,42,30.1,91
Benue,WX029,155,35.5,79
Plateau,WX031,177,22.2,45
Kano,WX004,105,20.6,66
Bauchi,WX001,96,32.3,43
Kaduna,WX030,152,35.9,38
Nasarawa,WX011,114,34.2,83
Niger,WX040,159,28.2,64
Niger,WX019,179,25.2,76
Ogun,WX035,259,21.9,61
Ogun,WX030,100,27.6,69
Bauchi,WX001,196,19.7,54
Ogun,WX039,185,34.1,78
Plateau,WX028,238,29.2,39
Ogun,WX025,115,29.3,94
Oyo,WX022,58,38.3,60
Oyo,WX021,43,32.7,50
Benue,WX024,126,25.9,94
Kaduna,WX013,43,18.1,80
Bauchi,WX030,202,34.8,59
Kaduna,WX015,203,39.0,34
Plateau,WX009,74,19.9,50
Niger,WX014,50,25.7,54
Kaduna,WX022,41,28.9,35
Niger,WX006,214,38.4,53
Niger,WX035,186,35.0,77
Kaduna,WX020,128,25.6,78
Ogun,WX008,233,22.1,81
Oyo,WX034,240,20.0,66
Ogun,WX008,109,21.3,81
Bauchi,WX032,134,37.5,38
Benue,WX033,101,18.4,39
Plateau,WX035,149,20.5,47
Kaduna,WX030,120,20.3,73
Kaduna,WX018,95,37.3,36
Kaduna,WX023,164,37.5,67
Benue,WX034,169,24.8,62
Kaduna,WX031,221,39.0,72
Nasarawa,WX015,152,18.1,37
Benue,WX017,256,36.6,33
Kaduna,WX030,151,20.7,66
Oyo,WX024,201,32.7,60
Ogun,WX026,144,21.3,83
Benue,WX023,48,25.3,79
Enugu,WX038,95,34.5,82
Benue,WX013,173,34.5,37
Ogun,WX011,199,23.9,56
Bauchi,WX020,92,34.2,62
Oyo,WX034,45,25.7,73
Bauchi,WX005,240,27.1,89
Niger,WX005,200,28.5,59
Enugu,WX015,117,19.5,86
Kano,WX035,159,21.4,43
Ogun,WX008,239,21.7,52
Niger,WX017,142,29.1,53
Nasarawa,WX023,102,28.6,85
Kano,WX019,71,19.2,36
Enugu,WX010,63,29.8,55
Ogun,WX040,167,28.8,67
Enugu,WX009,252,21.1,95
Oyo,WX027,93,27.0,83
Ogun,WX030,240,34.6,93
Kaduna,WX019,245,22.0,55
Ogun,WX005,41,35.1,68
Benue,WX022,77,34.4,65
Nasarawa,WX011,61,35.0,65
Kano,WX030,190,26.5,69
Bauchi,WX004,87,22.6,66
Plateau,WX013,177,36.3,77
Enugu,WX001,92,25.3,60
Kaduna,WX011,62,18.1,89
Plateau,WX003,119,21.4,41
Niger,WX032,213,22.4,93
Bauchi,WX040,160,24.7,78
Niger,WX016,243,39.0,40
Enugu,WX025,125,35.1,48
Enugu,WX037,224,38.9,74
Nasarawa,WX036,243,35.8,36
Nasarawa,WX008,146,37.3,90
Niger,WX034,235,33.6,93
Nasarawa,WX004,43,19.4,62
Nasarawa,WX014,71,33.0,55
Kaduna,WX015,203,21.3,95
Bauchi,WX033,103,24.1,33
Nasarawa,WX035,249,18.5,89
Bauchi,WX008,254,27.8,55
Niger,WX028,107,32.7,81
Benue,WX002,154,33.9,80
Benue,WX020,181,38.4,60
Nasarawa,WX013,240,19.8,31
Oyo,WX031,63,28.1,66
Plateau,WX023,247,18.2,57
Plateau,WX026,196,28.0,70
Kaduna,WX001,91,29.7,49
Nasarawa,WX034,123,33.8,57
Kaduna,WX029,179,18.8,38
Kano,WX040,247,20.8,70
Oyo,WX034,90,24.5,39
Enugu,WX014,58,35.2,65
Kaduna,WX032,256,38.1,42
Enugu,WX009,156,38.5,93
Kaduna,WX033,219,32.9,90
Bauchi,WX007,237,31.3,38
Kaduna,WX009,76,34.5,69
Oyo,WX002,118,37.2,58
Enugu,WX033,51,28.2,61
Bauchi,WX025,81,20.3,65
Kano,WX016,56,24.9,92
Oyo,WX030,147,35.6,53
Niger,WX024,222,30.7,78
Kano,WX005,124,31.5,80
Benue,WX017,208,29.5,86
Kaduna,WX001,236,30.0,53
Niger,WX018,77,24.5,42
Enugu,WX008,98,33.4,80
Benue,WX008,126,33.2,43
Ogun,WX031,77,30.3,62
Oyo,WX029,137,18.9,45
Nasarawa,WX005,239,35.6,64
Benue,WX031,58,35.2,82
Ogun,WX028,221,32.8,45
Enugu,WX037,64,32.4,40
Kano,WX006,95,37.8,47
Oyo,WX020,146,22.3,47
Plateau,WX012,91,37.6,49
Benue,WX005,197,23.7,87
Kano,WX010,114,38.4,94
Ogun,WX022,236,21.4,53
Bauchi,WX017,112,28.9,92
Nasarawa,WX004,243,20.1,88
Kano,WX007,114,28.4,46
Oyo,WX017,196,38.2,35
Benue,WX023,84,24.0,48
Enugu,WX001,234,36.2,50
Kaduna,WX010,183,25.6,53
Nasarawa,WX009,56,20.4,37
Plateau,WX033,116,30.8,36
Ogun,WX015,258,18.4,84
Niger,WX040,182,19.8,83
Bauchi,WX028,71,31.1,95
Enugu,WX001,242,30.9,85
Plateau,WX019,242,36.9,48
Enugu,WX003,188,22.3,66
Kaduna,WX004,88,25.7,74
Benue,WX030,252,35.1,41
Ogun,WX027,235,29.4,49
Ogun,WX005,168,37.1,62
Ogun,WX011,67,25.2,57
Niger,WX034,126,33.7,57
Plateau,WX013,197,35.0,50
Ogun,WX009,135,19.5,95
Kaduna,WX011,241,24.8,83
Kano,WX037,183,32.1,46
Nasarawa,WX008,60,22.3,59
Benue,WX039,81,20.6,68
Kano,WX012,241,18.4,44
Oyo,WX029,100,24.4,61
Benue,WX011,105,24.5,76
Oyo,WX039,174,35.6,61
Plateau,WX027,52,33.5,31
Benue,WX034,215,27.6,66
Ogun,WX020,164,35.4,72
Ogun,WX003,230,22.7,60
Oyo,WX016,140,33.5,62
Niger,WX039,253,19.3,87
Benue,WX011,255,19.2,47
Nasarawa,WX020,229,33.0,82
Kaduna,WX030,89,32.6,35
Nasarawa,WX023,204,22.2,65
Niger,WX021,119,26.4,42
Plateau,WX027,193,36.6,39
Kano,WX033,207,31.9,40
Ogun,WX031,202,28.1,66
Bauchi,WX019,156,21.6,77
Benue,WX027,246,24.0,82
Nasarawa,WX020,76,26.3,33
Niger,WX031,180,31.0,62
Plateau,WX030,81,21.2,54
Kano,WX020,131,33.5,95
Kano,WX006,85,19.5,41
Nasarawa,WX037,134,22.8,73
Bauchi,WX033,180,32.4,83
Kaduna,WX002,227,18.6,32
Niger,WX024,189,37.6,38
Oyo,WX031,249,28.9,95
Kaduna,WX033,162,29.4,39
Ogun,WX004,85,34.7,59
Benue,WX013,97,25.4,36
Benue,WX007,165,20.5,50
Benue,WX017,180,37.9,57
Kaduna,WX007,100,36.6,54
Kano,WX019,185,24.3,38
Kano,WX024,114,20.5,77
Kano,WX034,74,38.4,60
Benue,WX035,219,25.6,83
Oyo,WX026,234,38.6,40
Kaduna,WX001,233,38.9,58
Benue,WX021,192,34.1,63
Bauchi,WX016,239,27.5,53
Kaduna,WX014,221,33.1,85
Ogun,WX003,171,35.0,36
Kaduna,WX025,77,37.8,50
Benue,WX019,127,34.6,76
Nasarawa,WX015,94,28.8,33
Benue,WX030,184,24.5,40
Enugu,WX021,157,19.8,54
Kano,WX002,51,34.1,95
Plateau,WX023,51,27.7,65
Enugu,WX015,155,37.2,92
Ogun,WX025,239,22.7,90
Bauchi,WX013,141,31.9,50
Kano,WX003,148,27.7,53
Plateau,WX016,45,23.5,58
Enugu,WX017,252,34.8,82
Niger,WX034,95,37.4,89
Kano,WX033,220,22.8,65
Kano,WX035,141,35.8,53
Plateau,WX032,204,23.4,71
Kano,WX035,67,38.5,60
Kaduna,WX029,223,25.0,87
Bauchi,WX021,250,37.4,60
Kano,WX029,68,36.5,95
Oyo,WX004,57,21.2,58
Enugu,WX039,229,31.7,44
Ogun,WX011,61,24.0,56
Oyo,WX031,118,33.1,55
Kaduna,WX003,205,30.7,63
Plateau,WX010,207,30.9,59
Bauchi,WX030,194,24.1,65
Oyo,WX004,121,21.7,35
Bauchi,WX030,253,33.2,54
Kano,WX005,185,21.2,76
Benue,WX038,235,32.8,44
Ogun,WX005,139,19.6,77
Niger,WX024,167,32.2,49
Kano,WX008,145,21.6,58
Kaduna,WX009,206,26.7,78
Nasarawa,WX017,72,32.6,86
Enugu,WX034,169,37.4,35
Kaduna,WX002,166,29.4,68
Enugu,WX003,126,26.7,56
Benue,WX025,53,23.8,93
Benue,WX024,162,30.2,53
Enugu,WX005,182,20.4,70
Benue,WX024,145,18.8,65
Ogun,WX036,69,24.7,77
Niger,WX031,116,26.2,71
Ogun,WX015,219,36.2,84
Ogun,WX018,57,25.6,75
Plateau,WX008,223,23.0,44
Plateau,WX032,131,33.7,42
Plateau,WX012,106,19.7,74
Kaduna,WX020,160,30.7,69
Kaduna,WX034,195,34.1,64
Benue,WX006,109,33.1,72
Kano,WX038,258,37.1,40
Niger,WX002,214,25.4,70
Benue,WX028,244,26.1,56
Ogun,WX003,108,24.9,92
Kano,WX028,228,23.2,91
Oyo,WX011,151,38.0,61
Niger,WX022,225,31.6,76
Ogun,WX001,195,23.9,48
Nasarawa,WX029,238,27.9,95
Nasarawa,WX028,250,30.2,48
Kaduna,WX031,225,37.1,86
Plateau,WX018,59,20.6,54
Plateau,WX022,151,22.8,63
Enugu,WX011,211,33.0,88
Benue,WX018,135,20.7,70
Kaduna,WX021,144,28.7,35
Benue,WX034,111,23.5,67
Nasarawa,WX031,249,27.8,64
Ogun,WX036,200,24.3,90
Benue,WX010,97,20.3,55
Bauchi,WX022,66,27.2,61
Niger,WX036,66,35.6,89
Plateau,WX031,223,28.3,86
Niger,WX035,153,24.1,80
Plateau,WX019,260,21.0,40
Niger,WX036,198,36.5,77
Niger,WX040,52,25.0,79
Nasarawa,WX012,132,18.2,93
Nasarawa,WX004,127,36.5,62
Kaduna,WX009,206,31.7,35
Nasarawa,WX010,151,35.3,49
Nasarawa,WX026,186,27.4,81
Nasarawa,WX038,157,38.7,59
Niger,WX010,141,29.2,87
Ogun,WX010,40,25.4,80
Bauchi,WX040,211,30.7,69
Kano,WX021,80,25.6,62
Plateau,WX010,69,24.6,45
Plateau,WX003,48,33.6,40
Kano,WX005,170,35.7,69
Kano,WX030,215,27.3,44
Nasarawa,WX031,161,27.3,87
Enugu,WX029,135,38.9,86
Nasarawa,WX031,85,37.6,85
Plateau,WX006,176,18.3,90
Enugu,WX004,102,18.1,54
Bauchi,WX030,217,18.2,50
Nasarawa,WX037,98,35.2,50
Ogun,WX012,256,33.2,32
Bauchi,WX021,180,32.0,72
Ogun,WX002,237,22.0,39
Oyo,WX038,141,26.6,45
Kaduna,WX025,105,32.3,39
Ogun,WX003,80,28.7,73
Nasarawa,WX017,112,37.7,76
Oyo,WX013,123,19.5,37
Niger,WX032,113,34.7,76
Kano,WX002,43,22.1,69
Kano,WX017,44,28.3,91
Benue,WX005,184,20.7,61
Bauchi,WX028,69,34.2,82
Nasarawa,WX015,46,34.9,65
Bauchi,WX039,120,23.9,37
Kano,WX013,66,32.1,42
Ogun,WX001,174,37.8,46
Oyo,WX038,58,21.8,43
Kano,WX028,145,34.7,59
Benue,WX030,150,18.2,76
Niger,WX037,127,32.1,68
Ogun,WX028,75,34.2,56
Nasarawa,WX014,150,27.5,60
Ogun,WX020,55,19.6,34
Benue,WX035,252,18.5,52
Kaduna,WX024,193,29.6,74
Bauchi,WX003,198,29.3,47
Plateau,WX017,188,37.5,91
Kaduna,WX034,216,22.2,89
Kaduna,WX023,74,28.2,36
Kano,WX030,61,29.4,71
Nasarawa,WX011,177,27.9,53
Plateau,WX008,258,27.4,38
Kaduna,WX003,85,32.1,64
Kano,WX032,185,18.3,66
Plateau,WX032,186,33.7,78
Benue,WX023,178,34.7,53
Niger,WX026,198,30.0,78
Plateau,WX040,202,26.4,91
Enugu,WX034,197,24.0,50
Plateau,WX028,176,23.7,43
Enugu,WX003,84,26.5,78
Nasarawa,WX033,63,19.2,43
Niger,WX025,132,24.6,72
Enugu,WX031,124,26.8,73
Niger,WX009,143,27.1,44
Bauchi,WX037,203,23.6,64
Niger,WX004,239,23.6,50
Bauchi,WX039,249,26.0,89
Kano,WX032,172,29.8,48
Plateau,WX021,188,36.1,93
Niger,WX003,177,33.8,88
Oyo,WX032,159,32.7,33
Benue,WX021,56,26.7,49
Benue,WX022,218,27.2,57
Oyo,WX003,195,32.9,43
Kano,WX013,218,38.2,42
Ogun,WX024,107,35.7,30
Oyo,WX005,148,32.0,92
Plateau,WX014,219,36.3,33
Enugu,WX008,230,36.9,66
Bauchi,WX031,69,38.2,33
Oyo,WX033,190,20.5,76
Bauchi,WX011,242,28.6,45
Benue,WX014,222,26.3,30
Niger,WX006,225,35.9,83
Kaduna,WX028,206,22.9,56
Benue,WX016,237,35.8,40
Plateau,WX008,136,20.4,69
Enugu,WX010,106,26.9,41
Benue,WX018,195,19.7,68
Oyo,WX033,71,31.2,49
Enugu,WX018,249,35.2,68
Enugu,WX030,119,31.7,37
Nasarawa,WX018,93,18.9,73
Kaduna,WX015,57,33.4,51
Ogun,WX008,200,18.6,41
Nasarawa,WX029,129,29.5,81
Ogun,WX024,221,22.4,93
Ogun,WX032,187,29.3,59
Oyo,WX002,222,38.1,57
Nasarawa,WX030,96,34.1,95
Nasarawa,WX032,189,26.2,69
Plateau,WX008,161,25.4,49
Kaduna,WX035,182,21.8,48
Niger,WX033,189,31.1,48
Oyo,WX037,63,31.2,79
Nasarawa,WX016,224,37.8,88
Niger,WX040,226,20.1,44
Enugu,WX003,251,31.6,32
Kaduna,WX005,189,33.9,42
Plateau,WX014,203,36.2,55
Nasarawa,WX036,188,30.2,46
Enugu,WX033,245,28.8,87
Oyo,WX033,102,32.1,48
Niger,WX005,70,34.4,79
Kano,WX004,210,33.9,61
Bauchi,WX039,147,37.9,46
Bauchi,WX037,156,25.7,53
Kano,WX028,41,37.4,64
Plateau,WX016,238,23.2,93
Oyo,WX027,49,23.4,56
Plateau,WX007,82,35.2,58
Ogun,WX037,132,20.5,39
Niger,WX029,135,37.7,38
Benue,WX020,159,20.7,52
Kaduna,WX034,189,31.2,39
Bauchi,WX027,121,18.7,39
Benue,WX032,96,30.3,68
Benue,WX013,151,19.9,73
Benue,WX021,45,28.0,91
Benue,WX022,59,23.9,79
Plateau,WX037,141,35.4,77
Oyo,WX028,65,26.9,88
Oyo,WX026,49,36.0,69
Bauchi,WX015,117,20.6,86
Benue,WX035,208,27.1,64
Bauchi,WX018,253,29.7,58
Nasarawa,WX037,188,34.6,82
Bauchi,WX023,241,18.8,89
Niger,WX005,217,30.5,60
Kano,WX011,54,29.4,60
Nasarawa,WX028,102,20.9,61
Plateau,WX039,109,27.3,53
Kaduna,WX001,226,35.6,63
Bauchi,WX030,106,33.6,42
Nasarawa,WX035,85,18.4,87
Kaduna,WX022,80,20.6,31
Kaduna,WX004,53,21.1,81
Kaduna,WX006,74,35.2,94
Kaduna,WX025,171,28.2,82
Ogun,WX004,58,38.5,47
Kano,WX027,255,22.6,72
Bauchi,WX012,45,22.2,90
Niger,WX014,89,22.1,83
Oyo,WX020,242,24.6,94
Kaduna,WX034,54,22.0,46
Nasarawa,WX022,170,28.9,69
Benue,WX008,188,31.8,64
Benue,WX032,205,23.5,65
Nasarawa,WX030,155,20.3,92
Kano,WX032,189,31.0,85
Oyo,WX013,242,38.0,48
Ogun,WX018,137,27.0,80
Benue,WX004,220,21.0,90
Plateau,WX013,251,27.9,72
Plateau,WX010,222,32.9,68
Benue,WX029,180,27.4,41
Nasarawa,WX037,217,34.2,71
Kano,WX002,222,35.7,70
Enugu,WX020,244,25.7,57
Nasarawa,WX037,258,35.5,51
Benue,WX025,115,33.9,84
Benue,WX013,249,34.1,30
Nasarawa,WX003,138,20.0,48
Niger,WX022,79,21.0,54
Niger,WX037,80,27.1,69
Nasarawa,WX025,239,31.3,66
Benue,WX028,65,31.7,40
Benue,WX018,103,38.0,44
Oyo,WX027,70,22.4,77
Bauchi,WX014,198,24.6,76
Oyo,WX004,159,32.3,85
Nasarawa,WX004,172,38.0,93
Niger,WX040,136,19.4,36
Oyo,WX033,187,18.3,79
Kaduna,WX027,69,23.9,52
Benue,WX005,260,21.2,35
Oyo,WX025,254,34.5,66
Kaduna,WX023,164,29.8,41
Benue,WX004,85,32.1,46
Kano,WX018,59,33.9,61
Nasarawa,WX004,219,34.2,87
Nasarawa,WX027,67,30.9,78
Oyo,WX026,186,18.4,95
Plateau,WX023,255,27.5,75
Kaduna,WX012,221,29.4,79
Niger,WX001,230,18.3,58
Nasarawa,WX015,115,35.7,41
Enugu,WX013,92,36.6,50
Benue,WX002,178,32.4,66
Kaduna,WX023,56,24.2,54
Plateau,WX004,57,30.8,56
Plateau,WX030,149,29.3,33
Oyo,WX012,185,24.8,88
Oyo,WX013,150,22.8,36
Enugu,WX018,170,35.5,94
Plateau,WX003,245,24.6,59
Plateau,WX003,55,20.6,55
Nasarawa,WX028,59,19.5,35
Niger,WX016,245,26.6,66
Niger,WX012,147,34.9,38
Ogun,WX020,236,32.4,52
Bauchi,WX007,259,38.1,74
Plateau,WX029,158,23.0,74
Benue,WX013,43,36.9,79
Bauchi,WX011,188,27.1,45
Benue,WX012,195,21.2,44
Bauchi,WX030,162,33.4,81
Niger,WX001,60,38.2,67
Ogun,WX005,214,26.8,94
Ogun,WX004,159,27.1,80
Benue,WX008,184,26.2,63
Kaduna,WX037,72,36.7,78
Kano,WX028,209,18.4,72
Kano,WX028,68,29.8,39
Plateau,WX002,188,31.6,57
Ogun,WX017,245,28.0,61
Bauchi,WX002,230,37.3,67
Plateau,WX037,124,22.7,69
Niger,WX003,194,22.1,39
Enugu,WX039,44,37.3,33
Bauchi,WX035,169,23.3,38
Nasarawa,WX014,45,19.7,86
Benue,WX004,253,35.7,80
Niger,WX040,208,25.9,92
Bauchi,WX019,118,36.8,37
Kano,WX018,204,28.4,54
Ogun,WX009,205,38.1,65
Kano,WX011,113,38.4,88
Benue,WX012,97,24.3,93
Niger,WX004,53,23.1,54
Enugu,WX012,87,36.5,42
Plateau,WX019,69,34.4,85
Enugu,WX036,96,30.1,58
Niger,WX038,163,30.4,91
Kaduna,WX033,150,26.3,39
Kano,WX035,89,29.9,56
Oyo,WX017,163,28.1,74
Benue,WX028,150,19.0,77
Oyo,WX016,178,25.1,76
Benue,WX009,85,21.5,37
Kano,WX030,96,20.6,56
Bauchi,WX016,61,21.0,89
Bauchi,WX008,142,34.3,41
Bauchi,WX012,221,33.6,34
Nasarawa,WX004,225,38.8,30
Oyo,WX015,109,30.4,89
Kaduna,WX016,59,23.2,30
Oyo,WX039,215,21.2,74
Kaduna,WX039,72,34.7,53
Niger,WX015,199,36.5,95
Kano,WX031,58,37.1,69
Ogun,WX038,55,32.0,86
Plateau,WX013,212,33.2,67
Ogun,WX007,135,36.9,38
Nasarawa,WX036,152,35.8,57
Oyo,WX033,111,31.7,88
Ogun,WX022,174,35.3,48
Bauchi,WX021,220,20.0,63
Kano,WX020,74,34.6,61
Kaduna,WX033,256,29.5,51
Bauchi,WX004,50,29.7,93
Niger,WX025,142,28.1,38
Benue,WX004,199,26.7,68
Kaduna,WX013,175,29.6,81
Ogun,WX011,220,31.2,86
Plateau,WX001,240,21.3,84
Enugu,WX039,42,34.0,92
Ogun,WX005,84,21.5,31
Kaduna,WX040,139,24.3,47
Kaduna,WX034,182,18.6,81
Benue,WX012,186,22.6,80
Nasarawa,WX005,158,22.6,32
Kano,WX030,80,19.3,57
Plateau,WX023,116,33.0,84
Nasarawa,WX006,88,36.9,90
Ogun,WX013,102,29.7,46
Benue,WX020,149,28.9,55
Kano,WX015,164,39.0,50
Kano,WX013,111,36.6,41
Oyo,WX024,253,35.2,54
Plateau,WX010,172,24.2,61
Benue,WX005,185,25.3,48
Plateau,WX032,228,25.7,48
Oyo,WX021,78,32.5,38
Bauchi,WX011,123,35.2,45
Enugu,WX038,165,37.4,46
Nasarawa,WX020,127,33.9,56
Niger,WX003,230,21.1,37
Kaduna,WX015,150,32.7,85
Benue,WX001,99,33.0,42
Bauchi,WX040,126,22.9,51
Plateau,WX027,40,33.1,49
Plateau,WX029,246,20.0,74
Kaduna,WX012,134,24.7,56
Niger,WX005,54,27.5,63
Ogun,WX037,208,36.8,47
Bauchi,WX017,116,25.4,53
Benue,WX005,61,28.2,35
Benue,WX019,206,27.9,80
Bauchi,WX033,70,22.2,36
Plateau,WX017,215,21.6,37
Enugu,WX038,159,38.0,38
Bauchi,WX005,156,25.4,42
Kano,WX004,127,23.8,64
Enugu,WX011,180,31.3,31
Niger,WX003,64,32.6,66
Plateau,WX006,202,37.7,71
Nasarawa,WX009,111,31.0,92
Niger,WX037,245,32.6,39
Nasarawa,WX019,62,22.7,50
Niger,WX019,70,34.5,55
Oyo,WX006,197,19.3,74
Kaduna,WX030,59,30.9,45
Nasarawa,WX034,257,26.2,32
Plateau,WX036,50,38.3,40
Benue,WX028,80,31.4,64
Nasarawa,WX036,55,27.8,84
Bauchi,WX008,203,22.6,59
Enugu,WX005,175,31.3,34
Benue,WX033,69,24.7,68
Plateau,WX014,206,37.2,36
Enugu,WX032,193,33.3,48
Nasarawa,WX014,133,35.1,39
Kaduna,WX025,61,26.6,52
Oyo,WX005,243,37.9,80
Ogun,WX036,243,23.3,91
Niger,WX034,122,34.7,72
Enugu,WX007,116,31.4,85
Benue,WX024,192,34.8,47
Plateau,WX004,98,24.4,69
Bauchi,WX036,197,18.6,84
Enugu,WX016,114,34.5,43
Oyo,WX018,184,35.9,37
Kaduna,WX028,85,22.7,47
Kano,WX037,169,25.3,57
Plateau,WX036,133,28.4,57
Oyo,WX023,123,35.2,76
Kano,WX007,116,20.4,58
Kano,WX037,206,38.7,57
Benue,WX017,96,19.3,74
Plateau,WX017,51,19.1,72
Kaduna,WX026,174,23.9,86
Kano,WX020,47,29.5,79
Nasarawa,WX007,142,33.4,40
Enugu,WX019,108,20.2,80
Bauchi,WX010,47,31.9,76
Bauchi,WX018,184,37.3,83
Oyo,WX029,92,28.0,67
Bauchi,WX034,255,20.9,57
Ogun,WX026,43,31.9,84
Niger,WX027,119,32.0,54
Plateau,WX035,146,25.3,82
Bauchi,WX026,135,24.3,51
Bauchi,WX020,197,32.1,87
Kaduna,WX024,217,20.0,41
Oyo,WX028,219,18.3,91
Oyo,WX008,126,20.8,68
Enugu,WX009,250,27.0,37
Nasarawa,WX014,43,38.0,54
Oyo,WX033,77,33.8,83
Kaduna,WX017,227,31.6,42
Nasarawa,WX004,248,21.0,95
Kano,WX026,52,35.0,39
Bauchi,WX036,124,26.3,43
Nasarawa,WX009,239,36.9,58
Enugu,WX040,169,38.6,54
Bauchi,WX008,260,38.8,32
Niger,WX018,87,19.4,42
Nasarawa,WX007,114,34.4,94
Benue,WX029,205,38.3,95
Nasarawa,WX003,42,24.5,89
Benue,WX003,221,19.9,92
Plateau,WX016,134,20.4,36
Oyo,WX009,104,27.7,72
Ogun,WX002,163,23.4,60
Niger,WX021,217,38.4,78
Bauchi,WX006,111,22.3,85
Enugu,WX024,122,21.7,68
Enugu,WX023,208,30.3,80
Bauchi,WX007,200,32.0,33
Nasarawa,WX033,222,23.1,37
Kaduna,WX024,223,28.3,65
Oyo,WX010,86,31.3,56
Ogun,WX023,205,29.5,83
Kano,WX024,99,23.0,91
Bauchi,WX034,123,29.4,62
Niger,WX020,238,27.6,51
Nasarawa,WX025,86,28.3,67
Kano,WX012,118,24.2,90
Oyo,WX036,102,24.0,42
Kano,WX011,168,35.7,42
Bauchi,WX036,195,21.1,66
Plateau,WX006,75,20.0,30
Ogun,WX011,258,25.7,36
Nasarawa,WX023,231,20.3,57
Niger,WX002,99,30.5,77
Niger,WX032,88,20.3,90
Nasarawa,WX019,184,25.7,39
Plateau,WX001,140,25.9,87
Ogun,WX012,126,20.7,68
Kaduna,WX020,213,20.0,61
Bauchi,WX005,191,18.3,74
Plateau,WX018,185,19.7,34
Nasarawa,WX008,251,19.5,52
Niger,WX021,111,30.6,62
Nasarawa,WX030,57,36.5,82
Benue,WX005,126,32.7,34
Ogun,WX040,244,27.9,47
Oyo,WX019,150,36.0,64
Oyo,WX031,53,18.6,49
Kaduna,WX035,108,33.9,44
Oyo,WX012,238,23.7,48
Kano,WX027,257,28.4,95
Enugu,WX032,149,29.0,76
Kano,WX022,150,22.3,37
Ogun,WX017,255,31.3,90
Plateau,WX030,147,36.7,67
Enugu,WX001,84,32.0,81
Enugu,WX037,103,30.4,71
Nasarawa,WX001,189,22.2,79
Kano,WX006,225,27.0,53
Ogun,WX026,112,37.2,80
Benue,WX031,224,23.3,85
Nasarawa,WX024,235,32.4,80
Enugu,WX025,223,38.2,32
Oyo,WX025,71,29.2,37
Ogun,WX027,199,33.8,83
Oyo,WX035,42,33.1,82
Ogun,WX037,119,25.3,48
Kaduna,WX013,201,33.9,76
Oyo,WX028,247,33.1,50
Nasarawa,WX015,251,28.1,49
Plateau,WX009,113,18.1,30
Ogun,WX013,86,35.4,75
Benue,WX032,133,18.4,36
Bauchi,WX024,64,25.6,53
Niger,WX012,59,33.7,47
Nasarawa,WX032,111,35.0,51
Plateau,WX013,255,20.4,45
Oyo,WX013,98,22.2,37
Plateau,WX029,144,35.7,67
Bauchi,WX034,228,18.1,33
Kaduna,WX039,57,22.5,67
Ogun,WX014,225,37.1,94
Nasarawa,WX005,101,28.8,80
Benue,WX006,84,29.1,48
Nasarawa,WX030,153,28.0,38
Enugu,WX020,146,37.1,40
Bauchi,WX016,175,20.4,68
Kano,WX032,177,33.4,43
Niger,WX025,165,35.9,37
Enugu,WX025,131,22.8,85
Nasarawa,WX007,212,38.7,33
Enugu,WX032,233,30.3,32
Nasarawa,WX022,169,37.9,49
Nasarawa,WX035,199,19.3,49
Benue,WX033,177,23.8,32
Bauchi,WX031,121,25.2,41
Kano,WX012,115,24.8,33
Niger,WX020,97,22.5,60
Bauchi,WX011,229,30.5,55
Nasarawa,WX009,227,18.7,33
Plateau,WX036,215,19.6,30
Benue,WX015,45,32.4,49
Benue,WX002,128,27.1,92
Oyo,WX001,234,34.9,64
Kaduna,WX038,53,37.2,86
Plateau,WX028,243,23.7,68
Nasarawa,WX006,73,37.7,66
Nasarawa,WX014,209,38.9,47
Bauchi,WX040,171,20.2,37
Nasarawa,WX029,43,28.8,56
Kaduna,WX002,59,33.7,53
Benue,WX013,246,28.7,45
Nasarawa,WX028,208,26.6,94
Benue,WX040,252,32.7,48
Niger,WX019,255,27.3,55
Enugu,WX011,256,18.0,94
Nasarawa,WX019,214,26.5,70
Benue,WX004,168,33.1,94
Kano,WX017,244,36.5,44
Benue,WX021,234,33.2,46
Benue,WX040,181,27.8,59
Enugu,WX036,96,22.3,79
Oyo,WX018,229,36.1,92
Ogun,WX028,220,36.0,93
Kano,WX020,138,18.1,30
Kaduna,WX022,134,26.8,40
Plateau,WX034,69,19.6,40
Plateau,WX029,226,18.9,67
Bauchi,WX002,80,23.2,48
Ogun,WX035,71,36.6,42
Benue,WX016,227,25.1,69
Ogun,WX035,252,31.3,51
Benue,WX032,44,37.0,49
Kaduna,WX006,57,28.8,32
Bauchi,WX004,165,35.5,46
Kaduna,WX037,132,35.7,88
Ogun,WX034,170,31.6,53
